order_id,trade_id,account_id,security_id,side,quantity,price,execution_time,fee,commission
5943fb5d-d48d-4329-982d-5e68b3146c53,124e7626-6a69-4abd-9d3a-3f0b7c83b2fb,ACC-10009283,NKE,BUY_TO_COVER,964,805.3,2025-07-22 04:05:09.020,9.64,19.28
fab5d5e4-72dc-47e5-a2d7-50333d35f1b5,d94df99b-9c7b-4407-be3b-372e0f5de167,ACC-71736774,COST,BUY_TO_COVER,8035,345.96,2025-07-22 05:36:05.020,80.35000000000001,160.70000000000002
35493aa5-e946-4407-be05-d05189a279fd,e488228e-2fc1-41ed-a7d7-033bc27b54a5,ACC-87150107,ACN,SELL,606,80.68,2025-07-22 03:15:13.020,6.0600000000000005,12.120000000000001
c50a7468-363d-48b8-9d3c-3ae1a77a5e36,5b84d2f1-65f3-49f7-af18-8715e1faf2bc,ACC-74523661,ABBV,BUY,111,70.38,2025-07-22 06:49:10.020,1.11,2.22
adab64b1-d8bf-4de6-bc82-55812848d26c,655e4b50-06e5-46c0-8618-41e505344d5c,ACC-10750041,CRM,BUY,9677,562.34,2025-07-22 15:05:18.020,96.77,193.54
4d817950-9f0b-4af3-b90d-487cf87f1d02,7347283f-cef5-46a6-ad79-e35384a734cf,ACC-85434153,ADBE,BUY_TO_COVER,562,975.53,2025-07-21 23:23:23.020,5.62,11.24
cd37d98f-2987-4aa0-8dad-102327592c64,decfb538-b954-4d27-90b3-d970e32b6af7,ACC-31068818,CSCO,BUY,250,183.84,2025-07-22 12:12:46.020,2.5,5.0
1945fc73-2ffe-4deb-a04e-93a778302671,ce640a61-2023-448e-8daf-f0191da6cc63,ACC-78919364,WMT,SELL_SHORT,816,153.3,2025-07-22 04:46:10.020,8.16,16.32
7c8414c0-d55e-47fb-b5ce-e9965adab52e,c008fd59-1179-4345-a4cd-37580d4902a1,ACC-79349111,PEP,SELL,135,544.33,2025-07-22 21:33:17.020,1.35,2.7
25609dbe-cb32-4d47-a273-f3879c7c1324,ac3fc610-189c-4b7e-93e3-8b8abe85ea12,ACC-35507452,CVX,SELL,774,775.54,2025-07-22 19:39:43.020,7.74,15.48
6978d8d2-6047-49c9-94bd-a92749c4efe7,7e0c79b2-aa4e-4ebb-ad49-076ec7cd678b,ACC-54935924,JNJ,BUY,141,914.14,2025-07-22 18:19:20.020,1.41,2.82
cc1632d1-d737-4075-bd61-76c1f0910839,cb57dfdc-f5f6-4ad3-b3e6-f2c29996e3aa,ACC-53784708,ABBV,BUY,90,474.91,2025-07-22 19:08:49.020,0.9,1.8
21aa02f6-525e-4cc3-ace6-96f9d70aa25b,f2efe3ea-34ab-469a-ae06-3957e60eac52,ACC-51579529,MA,BUY_TO_COVER,84,802.72,2025-07-22 06:50:32.020,0.84,1.68
f723d18e-2851-4d78-a555-d8c0d0de6ef6,f624c8c4-5a6d-4c80-92e5-54dd8afd4136,ACC-64548882,MRK,SELL_SHORT,722,505.5,2025-07-22 12:58:47.020,7.22,14.44
3d3085ed-59d7-4d8e-bece-2a97e3c695bc,3132f6a9-aa3c-4660-9210-f9db9617710d,ACC-76601429,AAPL,BUY_TO_COVER,2655,349.24,2025-07-22 18:57:06.020,26.55,53.1
310622cc-d4a6-434c-93e3-26321c1ad064,c16070bc-a7b2-4c50-8dcf-518915887737,ACC-54555376,UNH,BUY_TO_COVER,883,993.71,2025-07-22 21:25:20.020,8.83,17.66
62b238d0-8a9c-4096-8173-c14c3a3dcea6,12cb79f9-a5df-4106-afa9-8ac427dbbedb,ACC-99262743,UNH,BUY_TO_COVER,9020,635.18,2025-07-22 21:04:55.020,90.2,180.4
fbbdec00-dbd4-4d6f-a7e1-59c599a7c9dd,24c36ded-09ea-4058-9e19-8dc2001cf03e,ACC-88097217,TXN,BUY_TO_COVER,2899,552.08,2025-07-22 04:50:57.020,28.990000000000002,57.980000000000004
945bb821-ed7a-4387-a21b-8d9ee533fb72,cb3acf68-a8ef-4cb1-8d7e-def8b919cb0e,ACC-77973174,JPM,SELL_SHORT,2,898.06,2025-07-22 15:43:21.020,0.02,0.04
0224455d-fd7b-4018-9c82-b4cf2f6e9cbf,950f3d20-618d-458a-8828-164be9a29d94,ACC-59584828,COST,BUY_TO_COVER,876,674.27,2025-07-22 02:21:30.020,8.76,17.52
577d857d-de6e-4075-a0f9-cb32648e57d3,7a6c24f2-d880-40ac-a930-2e91c48b7825,ACC-56957931,ABT,BUY_TO_COVER,601,953.04,2025-07-22 09:30:57.020,6.01,12.02
6545c1a6-833c-47ad-8309-31b00967a3b8,caa4f006-5e4e-4268-9d9a-01f1b01050b5,ACC-15735659,MRK,SELL,791,987.8,2025-07-22 17:18:59.020,7.91,15.82
4ee80a3f-9311-440d-b707-078978321481,628cfcbb-4313-4409-b854-cc7a18e9f4cf,ACC-29401146,MRK,BUY,54,520.27,2025-07-22 12:08:42.020,0.54,1.08
44de475f-dd3c-458a-8b26-d006518c27c1,9b3363bf-f850-4afb-ad7e-78e8080de460,ACC-66137753,MA,BUY_TO_COVER,477,691.54,2025-07-22 13:13:42.020,4.7700000000000005,9.540000000000001
6b7a3a35-87b9-480c-a0dc-fa0811a2b71f,81355515-7bbf-448f-ade9-5c543a87797c,ACC-73426690,LLY,BUY,1957,393.76,2025-07-22 01:08:36.020,19.57,39.14
ee64f219-51c6-485c-9647-fe2869c5475a,78481b62-750a-420c-9793-7c38e0447bbf,ACC-72393371,LLY,BUY_TO_COVER,5467,852.9,2025-07-22 02:21:28.020,54.67,109.34
07927c9a-1d04-4cda-9a9b-2ba6a0b03163,9347f861-9ce6-48c1-9ea4-13262c379fed,ACC-32905812,UNH,BUY_TO_COVER,160,92.57,2025-07-22 15:57:10.020,1.6,3.2
dd23a3e9-e3a5-438b-9c4f-423eab135196,9793b1c3-8212-446c-bd7f-efed468fe816,ACC-14502097,META,SELL,2754,369.16,2025-07-22 05:40:33.020,27.54,55.08
a1f13d68-f769-4b46-addb-31cc254df4ac,f29c23f1-7a6d-4b96-9b48-17960af80ce4,ACC-40245320,DHR,SELL,576,546.43,2025-07-22 16:04:22.020,5.76,11.52
b3c0ebcf-7c71-4f32-99f1-26cd710a087f,e47526c8-9723-4a31-a1d7-3bdb8cd8993f,ACC-75977978,CVX,BUY,968,223.7,2025-07-22 10:58:59.020,9.68,19.36
036cce67-5f19-4252-84a5-a4236bdca853,838dbc19-8253-4e41-a0e6-11cb92c00ebc,ACC-70724821,PG,BUY,978,709.2,2025-07-22 04:42:44.020,9.78,19.56
277fff32-aa34-4b25-8156-0a74194e56a1,981ad97e-9312-40f7-bf78-3fac2c97159e,ACC-65352560,WMT,SELL_SHORT,637,27.75,2025-07-22 05:12:06.020,6.37,12.74
22b0ed50-add5-41e0-a6cd-79fbf9d694e3,442748ec-6924-444e-9086-6aba8fad4afb,ACC-79665823,ADBE,SELL,286,196.47,2025-07-22 17:15:43.020,2.86,5.72
8f7243c1-7f61-4b72-b297-a38cc8ccc6dc,678b9e3e-5e48-4bf4-a479-3c275a09d7d4,ACC-53512024,LLY,SELL,606,792.15,2025-07-22 12:05:27.020,6.0600000000000005,12.120000000000001
3bca2aa8-5d87-41db-a46b-5e140034ab5c,b54ea921-8f66-4b21-b18c-c3fb839c73e8,ACC-80473986,V,SELL,537,22.71,2025-07-22 15:55:48.020,5.37,10.74
35d52d26-69bc-42a1-8c68-0f8cf9db0eef,59f01a39-f413-4198-af5f-85df8408ba2a,ACC-84973330,TSLA,BUY_TO_COVER,118,604.35,2025-07-21 23:09:56.020,1.18,2.36
53fdab84-b78b-40f0-9552-3ca0f90c77ee,7e5c0b33-54b5-4dbc-b6c1-6e45997626b4,ACC-65674409,NVDA,SELL,311,505.78,2025-07-22 12:35:44.020,3.11,6.22
dd95fb93-c35b-400f-a83b-9e1b7c1fdad6,ddae8573-a435-414c-9ed1-828e837f0e3a,ACC-92080192,AMZN,BUY,8794,941.61,2025-07-22 20:30:32.020,87.94,175.88
843f4d0a-25d5-4321-9556-6ffc06cdf32c,49d81fd3-900f-49e0-9f63-413d28bcb55f,ACC-62229708,MCD,SELL,40,916.75,2025-07-22 07:06:19.020,0.4,0.8
abe9c83d-d100-45be-b0a8-96539b88cf7f,b74a95e9-d4be-4b73-b206-190007ad119d,ACC-34282864,XOM,SELL,126,546.6,2025-07-22 15:25:05.020,1.26,2.52
11a8a468-fd34-4821-92c9-767f38398e78,57ad1243-e108-4fa4-9077-abeb1bf08b43,ACC-31425212,CRM,SELL_SHORT,346,749.07,2025-07-22 17:00:00.020,3.46,6.92
7aeab084-dd22-4ba9-859a-82beea2c4971,f523cb5b-deb1-4a32-8653-d49ace95ecf2,ACC-87365440,UNH,BUY,885,368.56,2025-07-22 06:26:27.020,8.85,17.7
04dfb28a-784e-4144-93c7-6fd708cacfa7,e679ba86-8e66-48cb-b91d-709d375dddea,ACC-77388644,CRM,BUY_TO_COVER,948,103.89,2025-07-22 18:53:27.020,9.48,18.96
40da381c-7990-4120-9f90-ef3b9b880f83,896bf7fd-6309-4691-b6cb-be06364072e1,ACC-81914283,WMT,BUY,4465,923.96,2025-07-22 01:42:12.020,44.65,89.3
bc8d0544-cd72-4994-a8e7-0b06b71a8c4b,74ba18c3-a366-4959-9f0f-599fa1d58cf1,ACC-47156351,KO,BUY_TO_COVER,434,407.48,2025-07-22 19:13:11.020,4.34,8.68
da3fec8d-26cd-4706-98f5-a3cf2c4b51a7,9cdf86a2-3889-4854-a4e2-0624694bfbab,ACC-87357944,JNJ,BUY_TO_COVER,163,895.96,2025-07-22 05:57:07.020,1.6300000000000001,3.2600000000000002
b572b06c-87f8-4c10-a605-a2967f48e7dd,200f88f1-efe9-4616-bf59-0d9211fe0d20,ACC-70842707,AMZN,SELL,646,106.59,2025-07-22 20:48:29.020,6.46,12.92
72507a13-c8e4-40db-96a9-cc876f83c1d8,4625ae58-643d-437b-a272-2404f58bec9a,ACC-26013036,JPM,BUY,9295,853.85,2025-07-22 01:10:00.020,92.95,185.9
77a612a8-ed0f-4af6-a41c-c580bc11713a,9e641707-b11b-4c8c-88a1-0c9555415c7d,ACC-22957570,XOM,SELL_SHORT,410,110.28,2025-07-22 16:30:04.020,4.1,8.2
2fe5c5e9-4481-435b-8311-13c5df442eb7,521918fc-eb72-47a8-89a6-9e4a533997b7,ACC-10218923,MA,SELL,368,463.38,2025-07-22 16:40:51.020,3.68,7.36
fa6c7849-3b83-46a3-b496-717ea34b6a24,5fcc7044-e76d-497e-b7c1-e03482e9e758,ACC-67352497,JNJ,BUY,295,849.68,2025-07-22 21:02:43.020,2.95,5.9
539603a0-64a7-4e62-a136-91e4955e08e5,00287f5f-3374-4259-85a8-b052dd16b7b0,ACC-93967861,CSCO,BUY,9748,787.2,2025-07-22 00:33:28.020,97.48,194.96
dc880eac-21ad-41b8-9c9d-fb919ac5dcff,95b7e016-184f-49cb-b97e-22ece76c348a,ACC-05384058,GOOGL,SELL,637,753.74,2025-07-21 23:46:03.020,6.37,12.74
2eb74d6b-b400-4e4d-9f2e-36862ec58c52,f243a168-e91d-42d1-b1e1-87d71df62ec7,ACC-29101260,MRK,SELL,568,5.89,2025-07-22 02:28:32.020,5.68,11.36
2ec0490e-bd10-45f1-8cbc-9a0c8580a2c6,7b10b014-c1a6-4e76-bf58-6f7856270437,ACC-14502097,ADBE,BUY_TO_COVER,543,23.83,2025-07-22 16:08:02.020,5.43,10.86
a55c7f68-03cd-42ac-8032-4e4bafca685a,fa709a44-ba69-4707-b303-4f7eb5f0b069,ACC-00688690,AAPL,BUY,4174,952.47,2025-07-22 03:02:02.020,41.74,83.48
0e0c73cc-15eb-40d1-a0fc-57d6232b52fb,10d9d8e9-3f69-4e6d-82a1-c5c11c5c53fb,ACC-84973330,MSFT,BUY_TO_COVER,391,137.32,2025-07-22 15:14:39.020,3.91,7.82
50dedda3-5aab-46ba-a67f-24a6312ff6ca,cf4402c9-ff50-4b25-8e8e-a1e9f6ff7204,ACC-00124741,LLY,BUY,784,654.42,2025-07-22 04:05:05.020,7.84,15.68
fb9ee6a7-15a6-4e35-bb4e-42d77833542b,d88857d0-c1a3-4d59-82eb-b212a969a2c9,ACC-93536080,TMO,BUY_TO_COVER,935,428.22,2025-07-22 09:59:02.020,9.35,18.7
45fa04b6-6d01-4caa-8b36-7a039f57a47c,05762770-76ea-4aa6-a4e7-451769b6a870,ACC-52218456,COST,SELL,368,97.91,2025-07-22 03:09:54.020,3.68,7.36
253e35f9-1579-48fc-800e-4e2cb4df39d6,b93f367c-4f35-4ceb-aa3e-dbb3f150cc70,ACC-22957570,PG,SELL_SHORT,742,683.42,2025-07-22 07:05:42.020,7.42,14.84
fa7584f6-96eb-4c8e-89c4-68e7ceeceec7,f75358f1-27cf-4fd6-9640-7eed7fb28de3,ACC-90798351,XOM,BUY_TO_COVER,238,363.26,2025-07-22 06:19:05.020,2.38,4.76
e453493b-3cbb-45bf-b87c-77244c415566,c64a63a6-e915-44c8-ad28-ad694bc75aa2,ACC-82847900,XOM,BUY_TO_COVER,6,333.94,2025-07-22 06:35:54.020,0.06,0.12
b175bda8-cddd-4a61-aa66-6ee0c1a40c2f,c690a8b9-d453-4cd6-a636-ed62f467d9b3,ACC-43713509,CVX,SELL,841,233.78,2025-07-22 07:13:52.020,8.41,16.82
5c53f30e-db34-4384-bf13-7a5edf0ad9b3,d4f99e3d-62b6-46b2-93c3-c14a9800b9ef,ACC-43112180,BAC,BUY,8769,286.92,2025-07-22 13:05:05.020,87.69,175.38
8bb9ad86-4295-4511-a284-f8a616f8f9cc,703ec337-da45-4b4c-ad0c-174307ef2c8f,ACC-01511503,TMO,SELL,6015,125.66,2025-07-22 01:25:05.020,60.15,120.3
3ba33d00-7b27-4119-910c-3bc910f00d48,ff96e574-2ff9-4079-9b24-90f14a997247,ACC-65674409,BAC,SELL_SHORT,607,515.05,2025-07-22 12:15:36.020,6.07,12.14
c1ad449d-c090-4908-aa6e-f1310f0dce54,785fe781-4188-403d-9716-4c63ed241b0c,ACC-79231516,NKE,BUY,4689,538.84,2025-07-22 09:55:26.020,46.89,93.78
54d67b66-a30c-462d-982d-bcfb5fecfd26,e6c265e0-d972-4856-8da0-84e08bd3734e,ACC-90773631,META,BUY_TO_COVER,801,758.01,2025-07-22 17:50:47.020,8.01,16.02
87e67b05-bee8-4473-b426-e708b0c3f274,12cca1b3-e635-4af6-8f23-d6a4f580e556,ACC-83670819,AMZN,SELL,801,735.86,2025-07-22 19:41:00.020,8.01,16.02
817788f5-f5fb-4dea-91c6-4bef0bc558a8,4f22e6cd-db55-4f1a-8d31-f83039fa19ba,ACC-03717736,AAPL,BUY_TO_COVER,521,593.4,2025-07-22 00:14:33.020,5.21,10.42
e436b324-cc0b-42b1-949c-67c775464683,2f19bce3-20a8-41e1-ab40-597a6fa6d404,ACC-52770332,NKE,BUY_TO_COVER,442,636.54,2025-07-22 04:25:05.020,4.42,8.84
1effe33b-a256-4a38-8fbf-15217ed09839,747e69f1-90a5-489e-bd5b-cafa3989bcd6,ACC-34749944,ABT,BUY_TO_COVER,2582,250.12,2025-07-22 12:31:11.021,25.82,51.64
aaaa2657-567b-4bb4-a38c-680794ca6d5d,78d96a2b-b6b8-41a5-b73b-1a72f1706072,ACC-07937468,AAPL,SELL,373,746.14,2025-07-22 16:37:45.021,3.73,7.46
df2c4c1e-3d53-4ac7-b44f-0c9f1598d7ee,e328aa5c-871f-4325-9686-c8e33026fe0b,ACC-96528184,CSCO,BUY,948,107.46,2025-07-22 22:35:20.021,9.48,18.96
e9274eb3-6f06-4f97-aa80-4a0bec778b63,e105877b-7e8f-4b91-975b-4bcf7f7c717b,ACC-87229979,AAPL,SELL,208,574.44,2025-07-22 04:26:24.021,2.08,4.16
5ae5e3be-89c0-463e-993c-be5a5ad2b2f7,38e67946-7415-46a8-abf3-9dc01108f900,ACC-96193395,ABT,SELL,190,730.63,2025-07-22 18:44:37.021,1.9000000000000001,3.8000000000000003
c2b55e8d-d341-41b0-a3c8-75e5daccf1c1,8c32ee10-0908-44d9-9376-2070f1e47ae4,ACC-72552444,TMO,BUY,266,226.79,2025-07-22 04:23:13.021,2.66,5.32
e116e6a1-6a53-400c-8dd1-5cab4732b302,6508c57a-95a8-4b0a-86c8-50d11c0bcd71,ACC-01889150,PEP,BUY,637,151.99,2025-07-21 23:33:56.021,6.37,12.74
02d2d205-070a-416f-ac48-84ec09c73029,ba8d1157-c41d-4c24-8ac2-4a26669da80a,ACC-95704093,CSCO,SELL_SHORT,1711,338.64,2025-07-22 07:57:46.021,17.11,34.22
0f1bed0c-bc08-4f2a-a5e5-1d0762d504ac,1f1ef277-d089-4838-8b59-4c3d9ae7d458,ACC-53794026,DHR,BUY_TO_COVER,7721,545.93,2025-07-22 22:14:45.021,77.21000000000001,154.42000000000002
f0221328-bc3c-4260-b450-f87f280f264e,82647992-f567-4ddc-8711-838d7bfd6c0a,ACC-95182166,V,SELL_SHORT,684,369.56,2025-07-22 10:41:23.021,6.84,13.68
5b36f9d4-7c2f-45f5-a1f4-1fd75624067a,59e530e1-bfc4-4c7d-b627-d6ad6d134638,ACC-85250655,MCD,SELL,235,559.79,2025-07-22 08:54:28.021,2.35,4.7
fe8289f6-d775-4a24-9e1a-9725b0a43b4b,acab520f-d4c6-4ffb-954e-af633841fc3a,ACC-46489503,V,SELL_SHORT,6113,394.65,2025-07-22 20:55:17.021,61.13,122.26
1b270ce7-e8b0-4836-a756-c57b9d76a078,9f60e7a6-16b7-45d8-bda6-3b9cfcfa9e01,ACC-53512024,NKE,BUY,478,764.61,2025-07-22 03:53:56.021,4.78,9.56
b271bc25-d768-4cb2-92cc-8e4f2fdc340b,0cf7cc55-f304-4900-bcd1-64d3e21e3fbe,ACC-36480574,KO,BUY_TO_COVER,384,511.77,2025-07-22 19:59:13.021,3.84,7.68
a26d7372-d6d8-41b0-a812-a1d248815fd9,ec02f52a-bd17-4d8f-b82a-53c7c981cffe,ACC-20567960,MA,SELL,3764,309.03,2025-07-22 04:05:31.021,37.64,75.28
96e823c3-4e76-4bb8-95b2-9552af442fb3,1bb0c075-fa13-4020-964b-da8e673cc384,ACC-10596031,TSLA,BUY_TO_COVER,155,402.2,2025-07-22 00:27:51.021,1.55,3.1
d2505f83-dd00-42bf-9c23-25271f7b506f,d5bc8c93-e8c4-4a33-8bbf-a42253762f2b,ACC-96590907,CVX,BUY_TO_COVER,43,461.35,2025-07-22 02:50:56.021,0.43,0.86
17344e4b-bf0f-48be-b313-e1ef158414d6,776b966a-6bc7-4b30-897a-8cd8e93fc92b,ACC-37704501,XOM,SELL,602,890.61,2025-07-22 10:11:41.021,6.0200000000000005,12.040000000000001
9d41adbc-ae55-4e8c-81c9-14f31070b94c,5ef94f73-a748-40e1-aede-8a464ac478bd,ACC-14125086,WMT,BUY_TO_COVER,9448,233.92,2025-07-22 09:30:27.021,94.48,188.96
20dd4beb-38e2-43a5-a9c4-2395de2fc8a6,1430e7dc-031a-4021-811b-45413df3e01e,ACC-69354519,CVX,SELL_SHORT,312,12.3,2025-07-22 09:29:00.021,3.12,6.24
7c08cdd3-04f7-41e0-88f8-8dd6742e3820,780f99cc-4b41-442d-8bbf-410b45dfb6f3,ACC-41344506,ABBV,SELL_SHORT,524,994.55,2025-07-22 21:11:14.021,5.24,10.48
927bbf80-d2da-4182-94a3-ec3694d4283b,6745cb94-f053-41ec-a34e-a536af5ae083,ACC-30787731,HD,SELL,2024,771.02,2025-07-22 22:05:36.021,20.240000000000002,40.480000000000004
9f5b3c5e-46e8-4340-ab5a-87ee04a573a4,7158ebde-fc7a-4acf-8196-850ed769779c,ACC-28964129,META,BUY_TO_COVER,689,124.83,2025-07-22 10:50:36.021,6.890000000000001,13.780000000000001
d23f4f8e-f7ed-45e0-af4c-a9b21d79c01f,94e268c4-2992-402a-9714-c2d69a471eee,ACC-63116764,JNJ,BUY_TO_COVER,643,531.31,2025-07-22 02:08:46.021,6.43,12.86
05eec57b-62f6-4c9b-addb-a45495e7cbe6,a9b556ae-1dec-4116-b105-27f5499041b6,ACC-71349750,HD,BUY_TO_COVER,8135,222.6,2025-07-22 11:12:50.021,81.35000000000001,162.70000000000002
f3dd3697-a992-4a4b-a5e8-84c797947e26,c6d3f303-a46c-4313-9d13-e110d1b95c96,ACC-48026332,ACN,BUY_TO_COVER,984,160.24,2025-07-22 04:34:42.021,9.84,19.68
cc22853e-c945-4f26-b9e7-596d0e05c740,1ba9702c-f7f9-4915-8043-dc30f60bb94b,ACC-45862520,CRM,SELL,107,333.23,2025-07-22 02:44:19.021,1.07,2.14
2735bc62-6950-435c-9259-40260079703f,9fb6c6a6-5059-4be3-a2fd-ba3d7d4bb33a,ACC-48511362,AAPL,SELL_SHORT,930,7.48,2025-07-22 08:18:51.021,9.3,18.6
c8eacbab-cfd3-4490-b29e-4c9f6e97b9c2,265bbd63-d1c8-4a72-a28f-12ec88a8135d,ACC-98841924,MA,SELL,826,434.44,2025-07-22 03:51:17.021,8.26,16.52
77344742-4829-4c12-a99b-9601c345d734,f438a82d-5cc2-4524-80e9-e04e8039d3a8,ACC-41655256,V,BUY,5919,412.34,2025-07-21 23:12:01.021,59.19,118.38
f3c0471f-07a3-4567-9853-7123ef81d9ee,d2c6def9-1e1f-4814-a977-df8f6de9adc4,ACC-31740247,UNH,BUY,137,640.35,2025-07-22 01:01:24.021,1.37,2.74
16cbfdce-91df-444a-99e3-45f898c8a0f1,13853d5d-db76-40bb-8404-387cd40e067d,ACC-01889150,MA,SELL_SHORT,73,265.26,2025-07-22 02:51:11.021,0.73,1.46
5095397c-60a0-41ec-9f38-a5305f6b0f3f,dbc3990c-1c6e-4a8d-aae3-7db46169428f,ACC-74798741,AMZN,BUY_TO_COVER,821,783.91,2025-07-22 07:30:03.021,8.21,16.42
770448dc-8b8a-4cc0-a437-5dae6e493340,6579043c-c785-42fc-87d3-aae32b51360d,ACC-70760180,MCD,SELL,378,299.5,2025-07-21 23:29:34.021,3.7800000000000002,7.5600000000000005
3a40a961-b1df-4150-8f52-90820a71fa5c,8c92b465-0d51-4fe5-9d09-87cb76f0eda1,ACC-25023020,WMT,SELL_SHORT,2043,442.17,2025-07-22 20:05:30.021,20.43,40.86
38cea002-d0d3-414e-931f-e8cc89654630,e7e94170-a8a9-490c-ad7c-0a45e21d3d5a,ACC-73528819,MA,SELL,4121,696.55,2025-07-21 23:18:25.021,41.21,82.42
e3e5767c-c90e-4d03-8ad2-d5eb37555e76,8fec32a7-4a01-44d6-bb79-e375c31ef99d,ACC-61641948,XOM,SELL,248,863.22,2025-07-22 10:02:59.021,2.48,4.96
5390e6e7-c20a-4a68-ba80-e17d7a26165f,b84f39ba-157e-4802-86a5-6b60eb98211a,ACC-12054944,ABT,SELL_SHORT,2699,486.84,2025-07-22 17:58:55.021,26.990000000000002,53.980000000000004
164b2daa-6cd9-4cd0-8bb8-1c1638b8e128,40479f47-faeb-4c54-895b-3b59e46e2b36,ACC-86537598,CSCO,BUY_TO_COVER,716,866.15,2025-07-22 13:34:01.021,7.16,14.32
21c756de-8b8c-431e-84dc-7611dac93fbc,1554f5f1-99c1-4aa5-b9ab-499028ae5489,ACC-43112180,GOOGL,SELL_SHORT,670,195.69,2025-07-22 15:20:25.021,6.7,13.4
ce31e956-7541-4fbc-94bc-6ba28eebf393,2d7207fb-a4fb-4d34-adba-9f1edbdfb6e2,ACC-33357256,DHR,BUY,552,894.54,2025-07-22 12:41:58.021,5.5200000000000005,11.040000000000001
6f49f715-a146-4b76-9e2a-88db6018e02a,3d8df284-dc21-41a7-84ce-b4965bead6d0,ACC-28366427,NVDA,BUY,454,319.76,2025-07-22 16:55:24.021,4.54,9.08
94ded54f-68b9-4e06-b5c5-2276009de767,60c419c1-3049-4b8f-8cb6-4b81d7dfd7f3,ACC-15027313,GOOGL,SELL,193,660.04,2025-07-22 14:39:57.021,1.93,3.86
3edfa6ee-c46a-4099-8d90-7af31ae7db0e,cf234a89-7fc7-4476-ad96-d39c95933d3d,ACC-47394317,MCD,BUY,177,794.55,2025-07-22 07:07:56.021,1.77,3.54
cec5e93a-18a5-47af-888b-a319bab38ca6,f9d931bb-0efa-4fee-95a2-e7061f79b3cc,ACC-03150677,PEP,BUY_TO_COVER,149,181.52,2025-07-22 11:31:00.021,1.49,2.98
88b918d5-3891-4165-92f1-6b9f0e29eb99,abd96523-f8f2-4619-93dd-6516bc20b2b3,ACC-91959359,GOOGL,BUY_TO_COVER,182,545.72,2025-07-22 16:55:49.021,1.82,3.64
bb6c3e8a-1a53-4978-9d7c-a08fa5154571,2548c258-540e-4473-8bfb-4da809a287c4,ACC-56617389,MSFT,BUY_TO_COVER,74,480.15,2025-07-22 08:37:54.021,0.74,1.48
d790a242-02d6-4e65-aa4d-379b17cb59a4,b18f26f9-d1c4-4ae3-951d-80bb2a6eda0c,ACC-14385829,AAPL,BUY_TO_COVER,5306,621.62,2025-07-21 23:42:02.021,53.06,106.12
dbdcffb3-65da-497a-9dda-a8d59cfafca4,40f1542f-4f5b-447d-b787-4ec19bb1f58a,ACC-56083371,KO,SELL_SHORT,1333,52.36,2025-07-22 03:26:58.021,13.33,26.66
d583da66-17c1-4594-b280-91e812470bee,f96186b4-934f-492c-8ecf-7e570fba4f7c,ACC-25444226,AMD,BUY,4409,270.1,2025-07-22 15:25:03.021,44.09,88.18
